Card_id,Bname,Address,Phone,Ssn
ID000919,Anna Flores,"730 Vera Avenue, Dallas, TX",(214) 820-9633,417253686
ID000920,Kathleen Reed,"89 Tomscot Street, Dallas, TX",(214) 941-0107,128675708
ID000921,Linda Garcia,"1 Luster Street, Dallas, TX",(972) 910-1369,412580911
ID000922,Kevin Turner,"3034 Kipling Drive, Dallas, TX",(214) 835-8339,312562889
ID000923,Juan Dunn,"18 Oak Drive, Dallas, TX",(214) 857-0040,122170911
ID000924,Arthur Lane,"79797 Fieldstone Circle, Richardson, TX",(214) 848-0150,548702653
ID000925,Deborah Medina,"4 Cambridge Park, Dallas, TX",(972) 679-5235,922659466
ID000926,Lisa Castillo,"856 Mitchell Junction, Dallas, TX",(469) 996-6025,380746132
ID000927,Louis Rivera,"210 Sunfield Trail, Dallas, TX",(469) 940-0843,148763309
ID000928,Catherine Hunt,"241 Gulseth Crossing, Dallas, TX",(469) 929-6433,648419002
ID000929,Bobby Gomez,"53 Kipling Place, Richardson, TX",(469) 747-8105,253501861
ID000930,Johnny Jenkins,"6757 Buena Vista Park, Dallas, TX",(214) 711-0231,237321975
ID000931,Richard Sanchez,"6 Bonner Road, Dallas, TX",(214) 789-8437,304042180
ID000932,Fred Peterson,"723 Emmet Avenue, Dallas, TX",(214) 929-0915,416328500
ID000933,Gerald Jacobs,"539 Pond Point, Richardson, TX",(972) 929-5037,731412008
ID000934,Teresa Perry,"67 Porter Center, Dallas, TX",(469) 937-7720,680371075
ID000935,Joyce Watson,"033 Fieldstone Pass, Dallas, TX",(469) 976-1235,358571779
ID000936,Antonio Crawford,"94232 Hudson Drive, Dallas, TX",(469) 818-0847,399118418
ID000937,Shawn Hanson,"88 Prairieview Terrace, Dallas, TX",(469) 712-3956,263345944
ID000938,Sandra Hayes,"8 Morning Parkway, Dallas, TX",(972) 901-1242,871141691
ID000939,Jimmy Garrett,"43 Clyde Gallagher Terrace, Dallas, TX",(972) 984-4957,651258004
ID000940,Antonio Lawrence,"08482 Merry Alley, Dallas, TX",(972) 843-3635,484445282
ID000941,Marie Medina,"7338 Pierstorff Circle, Richardson, TX",(469) 810-7312,983140730
ID000942,Juan Allen,"5 Victoria Alley, Dallas, TX",(469) 979-2886,716921888
ID000943,Gerald Porter,"11934 Upham Point, Dallas, TX",(214) 706-8751,309243620
ID000944,Todd Brooks,"7838 Moland Plaza, Dallas, TX",(469) 781-0440,776604123
ID000945,Jean Rice,"48712 Mockingbird Road, Dallas, TX",(469) 935-5450,679767522
ID000946,Jack Day,"2107 Kipling Plaza, Dallas, TX",(214) 913-6444,729596353
ID000947,Amy Woods,"5 Shoshone Crossing, Dallas, TX",(469) 773-4866,628483788
ID000948,Raymond Greene,"55619 Surrey Plaza, Dallas, TX",(469) 983-7473,785132932
ID000949,Arthur Wright,"158 John Wall Street, Dallas, TX",(214) 941-5089,101978660
ID000950,Daniel Hunt,"13709 Mariners Cove Center, Richardson, TX",(972) 915-2723,946466223
ID000951,Julie Hamilton,"6209 Ludington Pass, Dallas, TX",(972) 812-7230,481286748
ID000952,Diana Garza,"83139 Warrior Parkway, Dallas, TX",(972) 872-4808,864595290
ID000953,Walter Cruz,"463 Hanover Junction, Dallas, TX",(972) 836-9111,370111197
ID000954,Mildred Ramirez,"7 Anderson Lane, Dallas, TX",(972) 826-9318,850059666
ID000955,Jean Gilbert,"769 Colorado Center, Dallas, TX",(469) 850-6077,475452130
ID000956,Frances Porter,"16 Farwell Park, Dallas, TX",(214) 958-6327,704230250
ID000957,Jane Carter,"746 East Court, Dallas, TX",(469) 859-2686,847547019
ID000958,Johnny Perry,"5091 Melrose Court, Dallas, TX",(469) 783-2541,316402743
ID000959,Donald Powell,"1901 Laurel Pass, Dallas, TX",(972) 917-5123,973447229
ID000960,Russell Morales,"6 Continental Hill, Dallas, TX",(469) 833-1681,597541860
ID000961,Earl Smith,"73 Towne Hill, Dallas, TX",(469) 919-5433,853028515
ID000962,Jane Phillips,"9 Northland Place, Dallas, TX",(469) 981-5694,961102631
ID000963,Ruby Black,"01580 Main Alley, Dallas, TX",(214) 839-6582,340382920
ID000964,Teresa Fernandez,"50 Arrowood Circle, Richardson, TX",(972) 918-7531,650369913
ID000965,Jacqueline Hamilton,"792 Burrows Lane, Dallas, TX",(972) 785-5033,940615781
ID000966,Anthony Elliott,"82 Harper Lane, Dallas, TX",(972) 942-6006,136336897
ID000967,Louise Henderson,"58 Southridge Way, Dallas, TX",(469) 897-6813,780323564
ID000968,Lillian Cruz,"1202 Nevada Crossing, Dallas, TX",(469) 577-0003,174470894
ID000969,David Davis,"6266 Debs Place, Dallas, TX",(214) 864-7187,235781401
ID000970,Janice Price,"269 Farragut Trail, Dallas, TX",(214) 941-9869,919558047
ID000971,Donald Palmer,"12 5th Junction, Richardson, TX",(469) 677-4531,687901452
ID000972,Donald Washington,"978 Moose Plaza, Dallas, TX",(972) 844-7608,535619932
ID000973,Jessica Jones,"37 Melrose Court, Richardson, TX",(972) 906-0660,328033548
ID000974,Amy Coleman,"2562 Pond Junction, Dallas, TX",(214) 954-7729,608660102
ID000975,Marie Ryan,"4287 Canary Center, Dallas, TX",(469) 924-4203,894171936
ID000976,Gloria Barnes,"149 Columbus Avenue, Dallas, TX",(214) 797-0275,882934808
ID000977,Charles Lawrence,"7 Randy Terrace, Dallas, TX",(972) 813-8851,328502075
ID000978,Patricia Hill,"2506 Ridgeway Drive, Richardson, TX",(469) 932-9594,179356366
ID000979,Ryan Young,"40252 Lyons Terrace, Dallas, TX",(214) 742-4030,223328250
ID000980,Willie Woods,"99 Sunbrook Circle, Dallas, TX",(214) 810-2688,504764400
ID000981,Cynthia Webb,"6016 Leroy Way, Dallas, TX",(214) 975-2196,131826807
ID000982,Joyce Cox,"5027 Meadow Vale Way, Richardson, TX",(972) 832-4867,470800995
ID000983,Debra Kim,"303 Bashford Road, Plano, TX",(469) 747-4090,210876619
ID000984,Louise Harrison,"13 American Ash Place, Richardson, TX",(214) 897-8864,757760049
ID000985,Douglas Day,"264 Packers Place, Dallas, TX",(469) 868-2443,641176232
ID000986,Jane Hughes,"05 Tony Junction, Dallas, TX",(972) 963-9605,690306386
ID000987,Joan Wagner,"76837 Heath Trail, Dallas, TX",(972) 841-3593,405007979
ID000988,Joyce Gibson,"0605 Old Shore Avenue, Dallas, TX",(469) 840-4916,697505730
ID000989,Paula Harrison,"7 Swallow Pass, Dallas, TX",(469) 622-5174,659023329
ID000990,Bobby Dunn,"785 Graedel Place, Plano, TX",(972) 923-3432,647369732
ID000991,Bonnie Ross,"81741 Hallows Plaza, Dallas, TX",(214) 930-4665,659275045
ID000992,Dennis Wheeler,"8321 Mendota Crossing, Dallas, TX",(214) 932-7040,923612260
ID000993,Jason Gutierrez,"7 Pearson Way, Dallas, TX",(972) 990-8290,646301413
ID000994,Diana Spencer,"467 Menomonie Alley, Richardson, TX",(972) 850-9653,968117539
ID000995,Jessica Thompson,"73 Mandrake Center, Dallas, TX",(972) 728-3395,784776035
ID000996,Sean Pierce,"07 Laurel Park, Dallas, TX",(469) 987-3050,468324617
ID000997,Alan Stewart,"74154 Drewry Street, Dallas, TX",(469) 944-5061,647495762
ID000998,Janice Robinson,"7791 Maple Hill, Dallas, TX",(972) 855-6553,345589435
ID000999,Barbara Carroll,"5989 4th Avenue, Dallas, TX",(214) 999-2405,504575850
ID001000,Lori Mccoy,"71 Evergreen Crossing, Dallas, TX",(972) 975-7324,362546087
